,SIG_CD,SIG_ENG_NM_x,forest,dem,x,y,slope,farm_cnt,NUMPOINTS,1,2,3,4,5,6,7,8,9,10,11,12,2019,2020,2021,2022,2023
2556,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2557,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2558,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2559,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2560,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2561,44133,천안시 서북구,16149,66.89958338,127.1618094,36.89271067,4.252298423,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2562,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2563,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2564,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2565,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2566,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2567,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2568,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2569,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2570,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2571,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2572,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2573,44150,공주시,60332,149.9979423,127.0752191,36.47981976,13.13248138,382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2574,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2575,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2576,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2577,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2578,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2579,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2580,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2581,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2582,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2583,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2584,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2585,44180,보령시,33552,70,126.5929574,36.34328365,10.7063729,350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2586,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2587,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2588,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2589,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2590,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2591,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2592,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2593,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2594,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2595,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2596,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2597,44200,아산시,18450,69.02075101,126.9800756,36.80731633,6.652052914,323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2598,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2599,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2600,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2601,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2602,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2603,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2604,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2605,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2606,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2607,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2608,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2609,44210,서산시,29744,48.60947492,126.4636016,36.78399346,5.179511643,993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2610,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2611,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2612,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2613,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2614,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2615,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2616,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2617,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2618,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2619,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2620,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2621,44230,논산시,22554,87.89789475,127.1577164,36.19088691,7.439176586,596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2622,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2623,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2624,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2625,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2626,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2627,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2628,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2629,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2630,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2631,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2632,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2633,44250,계룡시,3961,209.0567325,127.2344266,36.2915937,12.68102685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2634,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2635,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2636,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2637,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2638,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2639,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2640,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2641,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2642,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2643,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2644,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2645,44270,당진시,21841,70,126.6527445,36.90325778,3.657189738,513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2646,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2647,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2648,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2649,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2650,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2651,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2652,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2653,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2654,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2655,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2656,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2657,44710,금산군,40599,274.7129416,127.4783119,36.11900081,15.76793724,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2658,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2659,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2660,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2661,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2662,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2663,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2664,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2665,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2666,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2667,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2668,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2669,44760,부여군,31692,70,126.8569676,36.2463839,8.046048882,388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2670,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2671,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2672,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2673,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2674,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2675,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2676,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2677,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2678,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2679,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2680,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2681,44770,서천군,14841,41.71593409,126.7042638,36.10678072,5.991474949,401,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2682,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2683,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2684,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2685,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2686,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2687,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2688,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2689,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2690,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2691,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2692,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2693,44790,청양군,30466,142.4535342,126.8531131,36.43058296,12.12113989,284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2694,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2695,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2696,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2697,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2698,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2699,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2700,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2701,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2702,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2703,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2704,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2705,44800,홍성군,18834,63.97515827,126.6258296,36.57008949,6.388431032,408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2706,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2707,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2708,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2709,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2710,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2711,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2712,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2713,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2714,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2715,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2716,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2717,44810,예산군,23225,85.79316866,126.78431,36.67062862,7.777478498,806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2718,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2719,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2720,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2721,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2722,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2723,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2724,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2725,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2726,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2727,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2728,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2729,44825,태안군,21708,70,126.2804467,36.70772709,5.253746801,450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2730,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2731,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2732,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2733,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2734,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2735,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2736,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2737,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2738,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2739,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2740,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2741,45111,전주시 완산구,1221.8,110.5462441,127.1207644,35.79124937,9.389245963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
