SIG_CD,distance,time,forest,season,NUMPOINTS,x,y
41570,0.8754525296735227,202007,6714.0,0,0,126.6264306,37.68177237
41570,0.8754525296735227,202008,6714.0,0,0,126.6264306,37.68177237
41570,0.8754525296735227,202009,6714.0,0,0,126.6264306,37.68177237
41570,0.8754525296735227,202010,6714.0,1,0,126.6264306,37.68177237
41570,0.8754525296735227,202011,6714.0,1,0,126.6264306,37.68177237
41570,0.8754525296735227,202012,6714.0,1,0,126.6264306,37.68177237
41590,1.0760814094000994,202001,17350.0,1,0,126.8748587,37.16523514
41590,1.0760814094000994,202002,17350.0,1,0,126.8748587,37.16523514
41590,1.0760814094000994,202003,17350.0,1,0,126.8748587,37.16523514
41590,1.0760814094000994,202004,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202005,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202006,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202007,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202008,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202009,17350.0,0,0,126.8748587,37.16523514
41590,1.0760814094000994,202010,17350.0,1,0,126.8748587,37.16523514
41590,1.0760814094000994,202011,17350.0,1,0,126.8748587,37.16523514
41590,1.0760814094000994,202012,17350.0,1,0,126.8748587,37.16523514
41610,0.7124678272383551,202001,28194.0,1,0,127.301176,37.40309074
41610,0.7124678272383551,202002,28194.0,1,0,127.301176,37.40309074
41610,0.7124678272383551,202003,28194.0,1,0,127.301176,37.40309074
41610,0.7124678272383551,202004,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202005,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202006,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202007,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202008,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202009,28194.0,0,0,127.301176,37.40309074
41610,0.7124678272383551,202010,28194.0,1,0,127.301176,37.40309074
41610,0.7124678272383551,202011,28194.0,1,0,127.301176,37.40309074
41610,0.7124678272383551,202012,28194.0,1,0,127.301176,37.40309074
41630,0.49195866914118513,202001,15972.0,1,0,127.0011349,37.80865756
41630,0.49195866914118513,202002,15972.0,1,0,127.0011349,37.80865756
41630,0.49195866914118513,202003,15972.0,1,0,127.0011349,37.80865756
41630,0.49195866914118513,202004,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202005,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202006,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202007,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202008,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202009,15972.0,0,0,127.0011349,37.80865756
41630,0.49195866914118513,202010,15972.0,1,0,127.0011349,37.80865756
41630,0.49195866914118513,202011,15972.0,1,0,127.0011349,37.80865756
41630,0.49195866914118513,202012,15972.0,1,0,127.0011349,37.80865756
41650,0.1979087573879714,202001,53199.0,1,0,127.2503373,37.96977801
41650,0.1979087573879714,202002,53199.0,1,0,127.2503373,37.96977801
41650,0.1979087573879714,202003,53199.0,1,0,127.2503373,37.96977801
41650,0.1979087573879714,202004,53199.0,0,2,127.2503373,37.96977801
41650,0.1979087573879714,202005,53199.0,0,1,127.2503373,37.96977801
41650,0.1979087573879714,202006,53199.0,0,2,127.2503373,37.96977801
41650,0.1979087573879714,202007,53199.0,0,10,127.2503373,37.96977801
41650,0.1979087573879714,202008,53199.0,0,2,127.2503373,37.96977801
41650,0.1979087573879714,202009,53199.0,0,1,127.2503373,37.96977801
41650,0.1979087573879714,202010,53199.0,1,0,127.2503373,37.96977801
41650,0.1979087573879714,202011,53199.0,1,1,127.2503373,37.96977801
41650,0.1979087573879714,202012,53199.0,1,12,127.2503373,37.96977801
41670,0.8384990948356397,202001,28420.0,1,0,127.6157373,37.30245842
41670,0.8384990948356397,202002,28420.0,1,0,127.6157373,37.30245842
41670,0.8384990948356397,202003,28420.0,1,0,127.6157373,37.30245842
41670,0.8384990948356397,202004,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202005,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202006,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202007,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202008,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202009,28420.0,0,0,127.6157373,37.30245842
41670,0.8384990948356397,202010,28420.0,1,0,127.6157373,37.30245842
41670,0.8384990948356397,202011,28420.0,1,0,127.6157373,37.30245842
41670,0.8384990948356397,202012,28420.0,1,0,127.6157373,37.30245842
41800,0.3659513330047576,202001,36954.0,1,20,127.0244564,38.09272995
41800,0.3659513330047576,202002,36954.0,1,45,127.0244564,38.09272995
41800,0.3659513330047576,202003,36954.0,1,94,127.0244564,38.09272995
41800,0.3659513330047576,202004,36954.0,0,52,127.0244564,38.09272995
41800,0.3659513330047576,202005,36954.0,0,23,127.0244564,38.09272995
41800,0.3659513330047576,202006,36954.0,0,17,127.0244564,38.09272995
41800,0.3659513330047576,202007,36954.0,0,7,127.0244564,38.09272995
41800,0.3659513330047576,202008,36954.0,0,3,127.0244564,38.09272995
41800,0.3659513330047576,202009,36954.0,0,3,127.0244564,38.09272995
41800,0.3659513330047576,202010,36954.0,1,5,127.0244564,38.09272995
41800,0.3659513330047576,202011,36954.0,1,0,127.0244564,38.09272995
41800,0.3659513330047576,202012,36954.0,1,24,127.0244564,38.09272995
41820,0.2977151411310125,202001,68332.0,1,0,127.4501921,37.81843317
41820,0.2977151411310125,202002,68332.0,1,0,127.4501921,37.81843317
41820,0.2977151411310125,202003,68332.0,1,0,127.4501921,37.81843317
41820,0.2977151411310125,202004,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202005,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202006,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202007,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202008,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202009,68332.0,0,0,127.4501921,37.81843317
41820,0.2977151411310125,202010,68332.0,1,0,127.4501921,37.81843317
41820,0.2977151411310125,202011,68332.0,1,5,127.4501921,37.81843317
41820,0.2977151411310125,202012,68332.0,1,1,127.4501921,37.81843317
41830,0.6214651459892706,202001,61340.0,1,0,127.5792645,37.51805585
41830,0.6214651459892706,202002,61340.0,1,0,127.5792645,37.51805585
41830,0.6214651459892706,202003,61340.0,1,0,127.5792645,37.51805585
41830,0.6214651459892706,202004,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202005,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202006,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202007,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202008,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202009,61340.0,0,0,127.5792645,37.51805585
41830,0.6214651459892706,202010,61340.0,1,0,127.5792645,37.51805585
41830,0.6214651459892706,202011,61340.0,1,0,127.5792645,37.51805585
41830,0.6214651459892706,202012,61340.0,1,0,127.5792645,37.51805585
42110,0.41339732826043807,202001,68020.0,1,0,127.7398684,37.88979679
42110,0.41339732826043807,202002,68020.0,1,0,127.7398684,37.88979679
42110,0.41339732826043807,202003,68020.0,1,0,127.7398684,37.88979679
42110,0.41339732826043807,202004,68020.0,0,0,127.7398684,37.88979679
42110,0.41339732826043807,202005,68020.0,0,0,127.7398684,37.88979679
42110,0.41339732826043807,202006,68020.0,0,0,127.7398684,37.88979679
42110,0.41339732826043807,202007,68020.0,0,0,127.7398684,37.88979679
42110,0.41339732826043807,202008,68020.0,0,1,127.7398684,37.88979679
42110,0.41339732826043807,202009,68020.0,0,2,127.7398684,37.88979679
42110,0.41339732826043807,202010,68020.0,1,0,127.7398684,37.88979679
42110,0.41339732826043807,202011,68020.0,1,6,127.7398684,37.88979679
42110,0.41339732826043807,202012,68020.0,1,6,127.7398684,37.88979679
42130,0.9664026590896639,202001,60704.0,1,0,127.9295253,37.30822288
42130,0.9664026590896639,202002,60704.0,1,0,127.9295253,37.30822288
42130,0.9664026590896639,202003,60704.0,1,0,127.9295253,37.30822288
42130,0.9664026590896639,202004,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202005,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202006,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202007,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202008,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202009,60704.0,0,0,127.9295253,37.30822288
42130,0.9664026590896639,202010,60704.0,1,0,127.9295253,37.30822288
42130,0.9664026590896639,202011,60704.0,1,0,127.9295253,37.30822288
42130,0.9664026590896639,202012,60704.0,1,0,127.9295253,37.30822288
42150,1.4970558178047721,202001,82654.0,1,0,128.8323789,37.70910197
42150,1.4970558178047721,202002,82654.0,1,0,128.8323789,37.70910197
42150,1.4970558178047721,202003,82654.0,1,0,128.8323789,37.70910197
42150,1.4970558178047721,202004,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202005,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202006,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202007,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202008,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202009,82654.0,0,0,128.8323789,37.70910197
42150,1.4970558178047721,202010,82654.0,1,0,128.8323789,37.70910197
42150,1.4970558178047721,202011,82654.0,1,0,128.8323789,37.70910197
42150,1.4970558178047721,202012,82654.0,1,0,128.8323789,37.70910197
42170,1.7715141200291393,202001,13635.0,1,0,129.0556276,37.50671982
42170,1.7715141200291393,202002,13635.0,1,0,129.0556276,37.50671982
42170,1.7715141200291393,202003,13635.0,1,0,129.0556276,37.50671982
42170,1.7715141200291393,202004,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202005,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202006,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202007,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202008,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202009,13635.0,0,0,129.0556276,37.50671982
42170,1.7715141200291393,202010,13635.0,1,0,129.0556276,37.50671982
42170,1.7715141200291393,202011,13635.0,1,0,129.0556276,37.50671982
42170,1.7715141200291393,202012,13635.0,1,0,129.0556276,37.50671982
42190,1.8459655711065572,202001,26713.0,1,0,128.9800726,37.17231241
42190,1.8459655711065572,202002,26713.0,1,0,128.9800726,37.17231241
42190,1.8459655711065572,202003,26713.0,1,0,128.9800726,37.17231241
42190,1.8459655711065572,202004,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202005,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202006,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202007,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202008,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202009,26713.0,0,0,128.9800726,37.17231241
42190,1.8459655711065572,202010,26713.0,1,0,128.9800726,37.17231241
42190,1.8459655711065572,202011,26713.0,1,0,128.9800726,37.17231241
42190,1.8459655711065572,202012,26713.0,1,0,128.9800726,37.17231241
42210,1.1314767786891875,202001,7957.0,1,0,128.5195484,38.17603115
42210,1.1314767786891875,202002,7957.0,1,0,128.5195484,38.17603115
42210,1.1314767786891875,202003,7957.0,1,0,128.5195484,38.17603115
42210,1.1314767786891875,202004,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202005,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202006,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202007,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202008,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202009,7957.0,0,0,128.5195484,38.17603115
42210,1.1314767786891875,202010,7957.0,1,0,128.5195484,38.17603115
42210,1.1314767786891875,202011,7957.0,1,0,128.5195484,38.17603115
42210,1.1314767786891875,202012,7957.0,1,0,128.5195484,38.17603115
42230,1.9216174338199041,202001,102169.0,1,0,129.1218986,37.27744922
42230,1.9216174338199041,202002,102169.0,1,0,129.1218986,37.27744922
42230,1.9216174338199041,202003,102169.0,1,0,129.1218986,37.27744922
42230,1.9216174338199041,202004,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202005,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202006,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202007,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202008,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202009,102169.0,0,0,129.1218986,37.27744922
42230,1.9216174338199041,202010,102169.0,1,0,129.1218986,37.27744922
42230,1.9216174338199041,202011,102169.0,1,0,129.1218986,37.27744922
42230,1.9216174338199041,202012,102169.0,1,0,129.1218986,37.27744922
42720,0.7755012318344124,202001,148328.0,1,0,128.0742609,37.74504907
42720,0.7755012318344124,202002,148328.0,1,0,128.0742609,37.74504907
42720,0.7755012318344124,202003,148328.0,1,0,128.0742609,37.74504907
42720,0.7755012318344124,202004,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202005,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202006,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202007,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202008,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202009,148328.0,0,0,128.0742609,37.74504907
42720,0.7755012318344124,202010,148328.0,1,0,128.0742609,37.74504907
42720,0.7755012318344124,202011,148328.0,1,0,128.0742609,37.74504907
42720,0.7755012318344124,202012,148328.0,1,0,128.0742609,37.74504907
42730,0.9127386614944312,202001,72054.0,1,0,128.0770674,37.50914207
42730,0.9127386614944312,202002,72054.0,1,0,128.0770674,37.50914207
42730,0.9127386614944312,202003,72054.0,1,0,128.0770674,37.50914207
42730,0.9127386614944312,202004,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202005,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202006,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202007,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202008,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202009,72054.0,0,0,128.0770674,37.50914207
42730,0.9127386614944312,202010,72054.0,1,0,128.0770674,37.50914207
42730,0.9127386614944312,202011,72054.0,1,0,128.0770674,37.50914207
42730,0.9127386614944312,202012,72054.0,1,0,128.0770674,37.50914207
42750,1.4329645352217237,202001,89690.0,1,0,128.500296,37.20411361
42750,1.4329645352217237,202002,89690.0,1,0,128.500296,37.20411361
42750,1.4329645352217237,202003,89690.0,1,0,128.500296,37.20411361
42750,1.4329645352217237,202004,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202005,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202006,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202007,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202008,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202009,89690.0,0,0,128.500296,37.20411361
42750,1.4329645352217237,202010,89690.0,1,0,128.500296,37.20411361
42750,1.4329645352217237,202011,89690.0,1,0,128.500296,37.20411361
42750,1.4329645352217237,202012,89690.0,1,1,128.500296,37.20411361
42760,1.2246386273890741,202001,119088.0,1,0,128.48259,37.55683921
42760,1.2246386273890741,202002,119088.0,1,0,128.48259,37.55683921
42760,1.2246386273890741,202003,119088.0,1,0,128.48259,37.55683921
42760,1.2246386273890741,202004,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202005,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202006,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202007,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202008,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202009,119088.0,0,0,128.48259,37.55683921
42760,1.2246386273890741,202010,119088.0,1,0,128.48259,37.55683921
42760,1.2246386273890741,202011,119088.0,1,0,128.48259,37.55683921
42760,1.2246386273890741,202012,119088.0,1,0,128.48259,37.55683921
42770,1.5345329126572085,202001,99786.0,1,0,128.7390632,37.37868629
42770,1.5345329126572085,202002,99786.0,1,0,128.7390632,37.37868629
42770,1.5345329126572085,202003,99786.0,1,0,128.7390632,37.37868629
42770,1.5345329126572085,202004,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202005,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202006,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202007,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202008,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202009,99786.0,0,0,128.7390632,37.37868629
42770,1.5345329126572085,202010,99786.0,1,0,128.7390632,37.37868629
42770,1.5345329126572085,202011,99786.0,1,0,128.7390632,37.37868629
42770,1.5345329126572085,202012,99786.0,1,0,128.7390632,37.37868629
42780,0.12939335964226742,202001,63894.0,1,2,127.3989244,38.23908523
42780,0.12939335964226742,202002,63894.0,1,3,127.3989244,38.23908523
42780,0.12939335964226742,202003,63894.0,1,1,127.3989244,38.23908523
42780,0.12939335964226742,202004,63894.0,0,6,127.3989244,38.23908523
42780,0.12939335964226742,202005,63894.0,0,0,127.3989244,38.23908523
42780,0.12939335964226742,202006,63894.0,0,0,127.3989244,38.23908523
42780,0.12939335964226742,202007,63894.0,0,0,127.3989244,38.23908523
42780,0.12939335964226742,202008,63894.0,0,4,127.3989244,38.23908523
42780,0.12939335964226742,202009,63894.0,0,0,127.3989244,38.23908523
42780,0.12939335964226742,202010,63894.0,1,1,127.3989244,38.23908523
42780,0.12939335964226742,202011,63894.0,1,0,127.3989244,38.23908523
42780,0.12939335964226742,202012,63894.0,1,0,127.3989244,38.23908523
42790,0.29653135390903823,202001,79641.0,1,34,127.6851657,38.13842628
42790,0.29653135390903823,202002,79641.0,1,73,127.6851657,38.13842628
42790,0.29653135390903823,202003,79641.0,1,77,127.6851657,38.13842628
42790,0.29653135390903823,202004,79641.0,0,38,127.6851657,38.13842628
42790,0.29653135390903823,202005,79641.0,0,18,127.6851657,38.13842628
42790,0.29653135390903823,202006,79641.0,0,5,127.6851657,38.13842628
42790,0.29653135390903823,202007,79641.0,0,17,127.6851657,38.13842628
42790,0.29653135390903823,202008,79641.0,0,17,127.6851657,38.13842628
42790,0.29653135390903823,202009,79641.0,0,10,127.6851657,38.13842628
42790,0.29653135390903823,202010,79641.0,1,5,127.6851657,38.13842628
42790,0.29653135390903823,202011,79641.0,1,23,127.6851657,38.13842628
42790,0.29653135390903823,202012,79641.0,1,20,127.6851657,38.13842628
42800,0.6137233610725752,202001,57704.0,1,0,128.0002064,38.17560879
42800,0.6137233610725752,202002,57704.0,1,0,128.0002064,38.17560879
42800,0.6137233610725752,202003,57704.0,1,0,128.0002064,38.17560879
42800,0.6137233610725752,202004,57704.0,0,3,128.0002064,38.17560879
42800,0.6137233610725752,202005,57704.0,0,0,128.0002064,38.17560879
42800,0.6137233610725752,202006,57704.0,0,0,128.0002064,38.17560879
42800,0.6137233610725752,202007,57704.0,0,0,128.0002064,38.17560879
42800,0.6137233610725752,202008,57704.0,0,5,128.0002064,38.17560879
42800,0.6137233610725752,202009,57704.0,0,7,128.0002064,38.17560879
42800,0.6137233610725752,202010,57704.0,1,5,128.0002064,38.17560879
42800,0.6137233610725752,202011,57704.0,1,6,128.0002064,38.17560879
42800,0.6137233610725752,202012,57704.0,1,7,128.0002064,38.17560879
42810,0.8759045671829347,202001,158948.0,1,0,128.2647272,38.06460026
42810,0.8759045671829347,202002,158948.0,1,0,128.2647272,38.06460026
42810,0.8759045671829347,202003,158948.0,1,0,128.2647272,38.06460026
42810,0.8759045671829347,202004,158948.0,0,0,128.2647272,38.06460026
42810,0.8759045671829347,202005,158948.0,0,0,128.2647272,38.06460026
42810,0.8759045671829347,202006,158948.0,0,0,128.2647272,38.06460026
42810,0.8759045671829347,202007,158948.0,0,0,128.2647272,38.06460026
42810,0.8759045671829347,202008,158948.0,0,6,128.2647272,38.06460026
42810,0.8759045671829347,202009,158948.0,0,4,128.2647272,38.06460026
42810,0.8759045671829347,202010,158948.0,1,6,128.2647272,38.06460026
42810,0.8759045671829347,202011,158948.0,1,15,128.2647272,38.06460026
42810,0.8759045671829347,202012,158948.0,1,8,128.2647272,38.06460026
42820,1.0519709847036847,202001,51936.0,1,0,128.4111555,38.36275363
42820,1.0519709847036847,202002,51936.0,1,0,128.4111555,38.36275363
42820,1.0519709847036847,202003,51936.0,1,0,128.4111555,38.36275363
42820,1.0519709847036847,202004,51936.0,0,3,128.4111555,38.36275363
42820,1.0519709847036847,202005,51936.0,0,1,128.4111555,38.36275363
42820,1.0519709847036847,202006,51936.0,0,0,128.4111555,38.36275363
42820,1.0519709847036847,202007,51936.0,0,0,128.4111555,38.36275363
42820,1.0519709847036847,202008,51936.0,0,0,128.4111555,38.36275363
42820,1.0519709847036847,202009,51936.0,0,0,128.4111555,38.36275363
42820,1.0519709847036847,202010,51936.0,1,0,128.4111555,38.36275363
42820,1.0519709847036847,202011,51936.0,1,0,128.4111555,38.36275363
42820,1.0519709847036847,202012,51936.0,1,0,128.4111555,38.36275363
42830,1.2097123329770656,202001,52027.0,1,0,128.5951041,38.00451049
42830,1.2097123329770656,202002,52027.0,1,0,128.5951041,38.00451049
42830,1.2097123329770656,202003,52027.0,1,0,128.5951041,38.00451049
42830,1.2097123329770656,202004,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202005,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202006,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202007,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202008,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202009,52027.0,0,0,128.5951041,38.00451049
42830,1.2097123329770656,202010,52027.0,1,0,128.5951041,38.00451049
42830,1.2097123329770656,202011,52027.0,1,0,128.5951041,38.00451049
42830,1.2097123329770656,202012,52027.0,1,0,128.5951041,38.00451049
43111,1.5303467470227954,202001,15767.33333,1,0,127.5848818,36.59211257
43111,1.5303467470227954,202002,15767.33333,1,0,127.5848818,36.59211257
43111,1.5303467470227954,202003,15767.33333,1,0,127.5848818,36.59211257
43111,1.5303467470227954,202004,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202005,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202006,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202007,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202008,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202009,15767.33333,0,0,127.5848818,36.59211257
43111,1.5303467470227954,202010,15767.33333,1,0,127.5848818,36.59211257
43111,1.5303467470227954,202011,15767.33333,1,0,127.5848818,36.59211257
43111,1.5303467470227954,202012,15767.33333,1,0,127.5848818,36.59211257
43112,1.5634843690129074,202001,15767.33333,1,0,127.4384033,36.54726506
43112,1.5634843690129074,202002,15767.33333,1,0,127.4384033,36.54726506
43112,1.5634843690129074,202003,15767.33333,1,0,127.4384033,36.54726506
43112,1.5634843690129074,202004,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202005,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202006,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202007,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202008,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202009,15767.33333,0,0,127.4384033,36.54726506
43112,1.5634843690129074,202010,15767.33333,1,0,127.4384033,36.54726506
43112,1.5634843690129074,202011,15767.33333,1,0,127.4384033,36.54726506
43112,1.5634843690129074,202012,15767.33333,1,0,127.4384033,36.54726506
43113,1.4631860262966527,202001,15767.33333,1,0,127.3692749,36.64696076
43113,1.4631860262966527,202002,15767.33333,1,0,127.3692749,36.64696076
43113,1.4631860262966527,202003,15767.33333,1,0,127.3692749,36.64696076
43113,1.4631860262966527,202004,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202005,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202006,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202007,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202008,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202009,15767.33333,0,0,127.3692749,36.64696076
43113,1.4631860262966527,202010,15767.33333,1,0,127.3692749,36.64696076
43113,1.4631860262966527,202011,15767.33333,1,0,127.3692749,36.64696076
43113,1.4631860262966527,202012,15767.33333,1,0,127.3692749,36.64696076
43114,1.3931102689329893,202001,15767.33333,1,0,127.4913176,36.72057891
43114,1.3931102689329893,202002,15767.33333,1,0,127.4913176,36.72057891
43114,1.3931102689329893,202003,15767.33333,1,0,127.4913176,36.72057891
43114,1.3931102689329893,202004,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202005,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202006,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202007,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202008,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202009,15767.33333,0,0,127.4913176,36.72057891
43114,1.3931102689329893,202010,15767.33333,1,0,127.4913176,36.72057891
43114,1.3931102689329893,202011,15767.33333,1,0,127.4913176,36.72057891
43114,1.3931102689329893,202012,15767.33333,1,0,127.4913176,36.72057891
43130,1.2059386807904635,202001,61131.0,1,0,127.8956623,37.01519694
43130,1.2059386807904635,202002,61131.0,1,0,127.8956623,37.01519694
43130,1.2059386807904635,202003,61131.0,1,0,127.8956623,37.01519694
43130,1.2059386807904635,202004,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202005,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202006,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202007,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202008,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202009,61131.0,0,0,127.8956623,37.01519694
43130,1.2059386807904635,202010,61131.0,1,0,127.8956623,37.01519694
43130,1.2059386807904635,202011,61131.0,1,0,127.8956623,37.01519694
43130,1.2059386807904635,202012,61131.0,1,0,127.8956623,37.01519694
43150,1.290978324771733,202001,64368.0,1,0,128.1409593,37.05991183
43150,1.290978324771733,202002,64368.0,1,0,128.1409593,37.05991183
43150,1.290978324771733,202003,64368.0,1,0,128.1409593,37.05991183
43150,1.290978324771733,202004,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202005,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202006,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202007,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202008,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202009,64368.0,0,0,128.1409593,37.05991183
43150,1.290978324771733,202010,64368.0,1,0,128.1409593,37.05991183
