구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분
548,2020-04-19,2020-04-20,경기도,연천군,연천읍,부곡리,산83,38.064494,127.182675,폐사체
549,2020-04-20,2020-04-21,경기도,연천군,왕징면,강서리,22,38.088121,126.986846,폐사체
550,2020-04-19,2020-04-21,경기도,포천시,관인면,중리,산286,38.09571,127.1923,폐사체
551,2020-04-21,2020-04-23,강원도,화천군,상서면,봉오리,산56,38.17739,127.626992,폐사체
552,2020-04-21,2020-04-23,강원도,화천군,상서면,봉오리,산56,38.17739,127.626992,폐사체
553,2020-04-21,2020-04-23,강원도,화천군,화천읍,풍산리,산267,38.19756,127.773712,폐사체
554,2020-04-21,2020-04-23,강원도,화천군,상서면,노동리,산33,38.171094,127.675083,폐사체
555,2020-04-21,2020-04-23,강원도,화천군,화천읍,풍산리,산129,38.136874,127.736277,폐사체
556,2020-04-21,2020-04-23,강원도,화천군,화천읍,풍산리,949,38.136669,127.736102,폐사체
557,2020-04-21,2020-04-23,경기도,연천군,백학면,노곡리,산79-1,38.004851,126.935851,폐사체
558,2020-04-21,2020-04-23,경기도,연천군,장남면,반정리,662,37.980967,126.818271,폐사체
559,2020-04-20,2020-04-23,경기도,포천시,관인면,중리,산297-11,38.06633,127.18968,폐사체
560,2020-04-21,2020-04-23,경기도,파주시,진동면,서곡리,산106,37.947977,126.7749,폐사체
561,2020-04-22,2020-04-24,경기도,파주시,진동면,하포리,산122,37.930036,126.805058,폐사체
562,2020-04-22,2020-04-24,경기도,파주시,장단면,거곡리,808,37.858973,126.729481,폐사체
563,2020-04-22,2020-04-24,경기도,파주시,장단면,거곡리,808,37.86002,126.729018,폐사체
564,2020-04-22,2020-04-24,강원도,화천군,간동면,방천리,산1,38.112971,127.88373,폐사체
565,2020-04-22,2020-04-24,경기도,연천군,왕징면,작동리,831-7,38.077499,126.906152,폐사체
566,2020-04-23,2020-04-24,경기도,파주시,군내면,방목리,산241,37.928696,126.764431,폐사체
567,2020-04-23,2020-04-24,경기도,연천군,연천읍,부곡리,산68,38.067143,127.170009,폐사체
568,2020-04-23,2020-04-24,경기도,연천군,연천읍,부곡리,산68,38.06719,127.170055,폐사체
569,2020-04-23,2020-04-24,강원도,화천군,화천읍,풍산리,967,38.13467,127.725356,폐사체
570,2020-04-24,2020-04-26,경기도,연천군,연천읍,부곡리,산52,38.067862,127.165954,폐사체
571,2020-04-26,2020-04-27,강원도,철원군,갈말읍,동막리,산199,38.234988,127.281995,폐사체
572,2020-04-25,2020-04-27,경기도,연천군,백학면,두일리,105-2,38.0442,126.9188,폐사체
573,2020-04-26,2020-04-27,경기도,연천군,연천읍,부곡리,산69,38.069386,127.168789,폐사체
574,2020-04-26,2020-04-27,경기도,연천군,연천읍,부곡리,산75,38.068305,127.171913,폐사체
575,2020-04-26,2020-04-27,경기도,연천군,왕징면,강서리,산231,38.088998,126.978531,폐사체
576,2020-04-26,2020-04-27,경기도,연천군,미산면,아미리,790-6,38.035809,126.931227,폐사체
577,2020-04-27,2020-04-28,경기도,연천군,신서면,대광리,산142,38.215379,127.13271,폐사체
578,2020-04-27,2020-04-28,경기도,연천군,중면,합수리,산1,38.165933,127.052163,폐사체
579,2020-04-27,2020-04-28,경기도,연천군,중면,합수리,산220,38.157358,127.045781,폐사체
580,2020-04-27,2020-04-28,경기도,연천군,왕징면,노동리,산76,38.074,126.976,폐사체
581,2020-04-28,2020-04-29,강원도,화천군,상서면,마현리,산36,38.250214,127.64012,폐사체
582,2020-04-28,2020-04-29,강원도,화천군,상서면,마현리,산36,38.253678,127.640143,폐사체
583,2020-04-28,2020-04-29,강원도,화천군,화천읍,신읍리,산154,38.145377,127.681367,폐사체
584,2020-04-29,2020-04-30,경기도,연천군,백학면,두일리,산59,38.043211,126.918427,폐사체
585,2020-04-29,2020-04-30,경기도,연천군,백학면,두일리,산59,38.043211,126.918427,폐사체
586,2020-04-30,2020-05-03,강원도,화천군,상서면,마현리,산36,38.251575,127.63832,폐사체
587,2020-04-30,2020-05-03,강원도,화천군,상서면,마현리,산36,38.251707,127.640424,폐사체
588,2020-04-29,2020-05-03,경기도,연천군,중면,마거리,산209,38.191299,127.024796,폐사체
589,2020-04-29,2020-05-03,경기도,연천군,장남면,반정리,265,37.973952,126.826907,폐사체
590,2020-05-01,2020-05-03,경기도,연천군,연천읍,부곡리,146,38.081615,127.144448,폐사체
591,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223261,127.695071,폐사체
592,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223261,127.695071,폐사체
593,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223281,127.694871,폐사체
594,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223168,127.694437,폐사체
595,2020-05-02,2020-05-04,강원도,화천군,화천읍,풍산리,산166,38.128431,127.744657,폐사체
596,2020-05-04,2020-05-06,강원도,화천군,상서면,봉오리,산1,38.17972,127.617322,폐사체
597,2020-05-04,2020-05-06,강원도,화천군,상서면,봉오리,산1,38.178754,127.617049,폐사체
598,2020-05-04,2020-05-06,강원도,화천군,상서면,산양리,산100,38.1985,127.661838,폐사체
599,2020-05-04,2020-05-06,경기도,연천군,왕징면,강서리,산186,38.087642,126.935803,폐사체
600,2020-05-04,2020-05-06,경기도,연천군,신서면,마전리,산138,38.22,127.055,폐사체
601,2020-05-04,2020-05-06,경기도,연천군,연천읍,부곡리,산68,38.06887,127.170377,폐사체
602,2020-05-04,2020-05-06,경기도,연천군,연천읍,부곡리,산75,38.068784,127.171914,폐사체
603,2020-05-04,2020-05-06,경기도,연천군,신서면,신현리,산17,38.21382,127.040869,폐사체
604,2020-05-02,2020-05-06,경기도,파주시,군내면,읍내리,117,37.93804,126.757289,폐사체
605,2020-05-06,2020-05-07,강원도,화천군,화천읍,신읍리,산218,38.161733,127.71028,폐사체
606,2020-05-06,2020-05-08,강원도,고성군,현내면,명호리,산68,38.58595,128.372289,폐사체
607,2020-05-08,2020-05-10,경기도,연천군,연천읍,부곡리,406-1,38.063897,127.126903,폐사체
608,2020-05-10,2020-05-11,강원도,화천군,상서면,마현리,산45,38.233012,127.630083,폐사체
609,2020-05-10,2020-05-11,경기도,연천군,왕징면,북삼리,317,38.083659,126.998866,폐사체
610,2020-05-11,2020-05-12,강원도,화천군,화천읍,동촌리,산11,38.179116,127.814735,폐사체
611,2020-05-11,2020-05-12,경기도,연천군,신서면,마전리,산180,38.216803,127.081497,폐사체
612,2020-05-11,2020-05-12,경기도,포천시,관인면,중리,산218,38.109033,127.198547,폐사체
613,2020-05-12,2020-05-13,강원도,화천군,화천읍,동촌리,산11,38.175713,127.808749,폐사체
614,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산77,38.204209,127.693531,폐사체
615,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산70,38.204718,127.695391,폐사체
616,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산70,38.206232,127.696786,폐사체
617,2020-05-13,2020-05-14,경기도,연천군,신서면,답곡리,산93,38.2071,127.066179,폐사체
618,2020-05-14,2020-05-15,강원도,화천군,화천읍,동촌리,산11,38.173883,127.815698,폐사체
619,2020-05-13,2020-05-15,경기도,연천군,연천읍,부곡리,산1,38.100795,127.164495,폐사체
620,2020-05-14,2020-05-15,경기도,연천군,왕징면,강서리,산58,38.092517,126.967042,폐사체
621,2020-05-14,2020-05-15,경기도,연천군,왕징면,강서리,산56,38.092837,126.970029,폐사체
622,2020-05-18,2020-05-19,경기도,파주시,진동면,동파리,1497,37.919876,126.773941,폐사체
623,2020-05-18,2020-05-19,경기도,연천군,중면,적거리,644,38.1757,127.0123,폐사체
624,2020-05-02,2020-05-21,경기도,연천군,왕징면,강서리,480,38.093543,126.970159,폐사체
625,2020-05-22,2020-05-24,경기도,연천군,중면,횡산리,산158,38.110305,126.974014,폐사체
626,2020-05-22,2020-05-24,경기도,연천군,왕징면,작동리,787,38.079049,126.898122,폐사체
627,2020-05-22,2020-05-24,경기도,연천군,장남면,자작리,산122,37.994619,126.848141,폐사체
628,2020-05-25,2020-05-26,경기도,연천군,백학면,전동리,산64,38.009077,126.882073,폐사체
629,2020-05-25,2020-05-26,경기도,연천군,왕징면,강서리,산162,38.089958,126.930283,폐사체
630,2020-05-22,2020-05-26,경기도,연천군,왕징면,강내리,산7,38.126707,127.008482,수렵개체
631,2020-05-26,2020-05-27,경기도,연천군,중면,횡산리,1120,38.13452,126.994959,폐사체
632,2020-06-04,2020-06-05,경기도,연천군,신서면,대광리,533-2,38.2142,127.1231,폐사체
633,2020-06-08,2020-06-09,경기도,연천군,연천읍,부곡리,산99,38.065654,127.157532,폐사체
634,2020-06-09,2020-06-10,경기도,연천군,연천읍,부곡리,394,38.063468,127.162703,폐사체
635,2020-06-10,2020-06-11,강원도,화천군,상서면,산양리,599,38.247042,127.667554,포획개체
636,2020-06-11,2020-06-12,강원도,화천군,상서면,마현리,산45-2,38.2337201,127.5976563,폐사체
637,2020-06-12,2020-06-14,강원도,화천군,상서면,마현리,277,38.238578,127.614675,폐사체
638,2020-06-12,2020-06-14,강원도,화천군,화천읍,풍산리,산237,38.133791,127.754147,폐사체
639,2020-06-13,2020-06-15,경기도,연천군,연천읍,상리,36,38.139677,127.07433,폐사체
640,2020-06-15,2020-06-16,경기도,연천군,연천읍,부곡리,394,38.063816,127.164263,폐사체
641,2020-06-18,2020-06-19,경기도,연천군,신서면,대광리,1033,38.18432,127.116839,폐사체
642,2020-06-18,2020-06-19,경기도,연천군,중면,마거리,688,38.19556,127.028439,폐사체
643,2020-06-18,2020-06-19,경기도,연천군,중면,횡산리,산228-2,38.129138,126.992468,폐사체
644,2020-06-18,2020-06-19,경기도,연천군,중면,횡산리,산228-2,38.129138,126.992468,폐사체
645,2020-06-17,2020-06-19,경기도,포천시,창수면,신흥리,155,38.04734,127.14325,포획개체
646,2020-06-22,2020-06-23,경기도,연천군,연천읍,부곡리,393,38.064724,127.165674,폐사체
647,2020-06-22,2020-06-23,경기도,연천군,연천읍,부곡리,산96,38.062841,127.164056,폐사체
648,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체
649,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체
650,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체
651,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체
652,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체
653,2020-06-23,2020-06-24,강원도,화천군,간동면,구만리,산5,38.125178,127.767415,폐사체
654,2020-06-27,2020-06-29,경기도,포천시,창수면,신흥리,산31,38.055708,127.168131,폐사체
655,2020-06-29,2020-06-30,경기도,연천군,연천읍,부곡리,394,38.064504,127.165225,폐사체
656,2020-07-01,2020-07-03,경기도,연천군,연천읍,고문리,545,38.06193,127.119512,폐사체
657,2020-07-01,2020-07-03,경기도,포천시,창수면,신흥리,04월 17일,38.0592,127.174024,폐사체
658,2020-07-01,2020-07-03,경기도,포천시,창수면,신흥리,산31,38.053432,127.165273,폐사체
659,2020-07-02,2020-07-03,경기도,연천군,중면,적음리,08월 01일,38.18687,126.989574,폐사체
660,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산1-3,38.05132,127.165164,폐사체
661,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산31,38.056,127.164,폐사체
662,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산31,38.056,127.164,폐사체
663,2020-07-06,2020-07-07,강원도,화천군,간동면,구만리,1200,38.098968,127.774032,폐사체
664,2020-07-07,2020-07-08,강원도,화천군,화천읍,풍산리,811,38.146719,127.769137,폐사체
665,2020-07-07,2020-07-08,강원도,화천군,상서면,봉오리,801,38.209514,127.572357,폐사체
666,2020-07-07,2020-07-08,경기도,연천군,연천읍,부곡리,산18,38.08521,127.161797,폐사체
667,2020-07-07,2020-07-08,경기도,연천군,연천읍,부곡리,산18,38.085109,127.161798,폐사체
668,2020-07-10,2020-07-12,경기도,연천군,연천읍,부곡리,산18,38.085208,127.16183,폐사체
669,2020-07-11,2020-07-13,강원도,화천군,상서면,봉오리,81,38.175532,127.625805,폐사체
670,2020-07-11,2020-07-13,강원도,화천군,상서면,파포리,산132,38.146819,127.633434,폐사체
671,2020-07-13,2020-07-16,강원도,화천군,화천읍,풍산리,산270,38.285103,127.812577,폐사체
672,2020-07-15,2020-07-16,경기도,연천군,연천읍,부곡리,185-1,38.07974,127.13571,폐사체
673,2020-07-15,2020-07-16,강원도,화천군,상서면,마현리,산24,38.252382,127.592327,폐사체
674,2020-07-15,2020-07-17,강원도,화천군,사내면,용담리,539-2,38.08084,127.546644,포획개체
675,2020-07-16,2020-07-17,강원도,화천군,하남면,논미리,1093,38.122309,127.640196,폐사체
676,2020-07-16,2020-07-17,경기도,연천군,연천읍,부곡리,산18,38.08472,127.16008,폐사체
677,2020-07-20,2020-07-21,강원도,화천군,상서면,봉오리,433,38.186053,127.58073,포획개체
678,2020-07-22,2020-07-24,강원도,화천군,상서면,파포리,산157-4,38.148727,127.639786,폐사체
679,2020-07-22,2020-07-24,강원도,화천군,상서면,다목리,769-5,38.169451,127.527765,포획개체
680,2020-07-23,2020-07-24,강원도,화천군,상서면,구운리,1163,38.141526,127.612516,폐사체
681,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,523,38.046253,127.194973,폐사체
682,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.044396,127.190527,폐사체
683,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.043961,127.190274,폐사체
684,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.043961,127.190274,폐사체
685,2020-07-27,2020-07-28,강원도,화천군,상서면,마현리,264,38.239859,127.618826,폐사체
686,2020-07-27,2020-07-28,강원도,화천군,상서면,다목리,193,38.175793,127.581972,폐사체
687,2020-07-28,2020-07-29,강원도,화천군,상서면,마현리,545-2,38.253126,127.582706,폐사체
688,2020-07-28,2020-07-29,경기도,포천시,창수면,신흥리,산1-2,38.04872,127.18852,폐사체
689,2020-07-28,2020-07-29,강원도,화천군,상서면,다목리,167-2,38.177578,127.577944,포획개체
690,2020-07-31,2020-08-02,강원도,화천군,상서면,구운리,1163,38.142685,127.569291,폐사체
691,2020-08-01,2020-08-03,경기도,포천시,창수면,운산리,477-2,38.048013,127.207709,포획개체
692,2020-08-05,2020-08-06,강원도,화천군,상서면,다목리,242,38.166238,127.56805,포획개체
693,2020-08-06,2020-08-07,경기도,연천군,백학면,석장리,793,38.0792,126.9203,포획개체
694,2020-08-07,2020-08-09,강원도,화천군,상서면,구운리,산78-1,38.131663,127.643418,폐사체
695,2020-08-07,2020-08-09,강원도,화천군,화천읍,동촌리,산304-31,38.207623,127.844883,폐사체
696,2020-08-07,2020-08-09,강원도,양구군,방산면,금악리,산1,38.214819,127.893098,폐사체
697,2020-08-08,2020-08-10,강원도,화천군,상서면,구운리,369-15,38.136879,127.637543,수렵개체
698,2020-08-10,2020-08-11,강원도,화천군,상서면,부촌리,산81,38.187109,127.639698,폐사체
699,2020-08-11,2020-08-12,강원도,화천군,하남면,원천리,876,38.092397,127.65077,폐사체
700,2020-08-11,2020-08-12,경기도,포천시,창수면,오가리,산129-1,38.028126,127.184323,폐사체
701,2020-08-12,2020-08-13,강원도,화천군,상서면,다목리,산1-1,38.162882,127.561677,폐사체
702,2020-08-11,2020-08-14,강원도,인제군,인제읍,가아리,764-3,38.151284,128.10876,폐사체
703,2020-08-13,2020-08-14,강원도,철원군,원남면,노동리,산12,38.308661,127.674843,폐사체
704,2020-08-13,2020-08-14,강원도,화천군,사내면,광덕리,산195,38.106843,127.467605,폐사체
705,2020-08-13,2020-08-14,강원도,철원군,근남면,육단리,산88-1,38.225037,127.538674,폐사체
706,2020-08-13,2020-08-14,강원도,양구군,동면,팔랑리,산10-4,38.232636,128.084781,폐사체
707,2020-08-14,2020-08-16,강원도,인제군,인제읍,가아리,751,38.152233,128.107133,폐사체
708,2020-08-14,2020-08-16,강원도,화천군,상서면,다목리,471,38.182284,127.533063,폐사체
709,2020-08-15,2020-08-16,강원도,화천군,상서면,다목리,산52-1,38.182821,127.521307,폐사체
710,2020-08-17,2020-08-18,강원도,화천군,상서면,다목리,산1-1,38.158826,127.51589,폐사체
711,2020-08-17,2020-08-18,강원도,인제군,인제읍,가아리,산81-2,38.151729,128.10538,폐사체
712,2020-08-18,2020-08-19,강원도,철원군,근남면,육단리,산88-1,38.217996,127.538532,폐사체
713,2020-08-18,2020-08-19,강원도,화천군,상서면,다목리,산47,38.177254,127.537729,폐사체
714,2020-08-18,2020-08-19,강원도,철원군,근남면,육단리,산88-1,38.234245,127.522562,폐사체
715,2020-08-18,2020-08-19,강원도,양구군,동면,팔랑리,산1-5,38.21078,128.09659,폐사체
716,2020-08-18,2020-08-19,강원도,화천군,상서면,구운리,369-1,38.136954,127.637189,폐사체
717,2020-08-19,2020-08-20,강원도,화천군,화천읍,풍산리,산1,38.149618,127.767061,폐사체
718,2020-08-19,2020-08-20,강원도,양구군,동면,팔랑리,산1,38.237118,128.091675,폐사체
719,2020-08-20,2020-08-21,강원도,양구군,동면,팔랑리,산84,38.227033,128.087728,폐사체
720,2020-08-20,2020-08-21,경기도,연천군,연천읍,부곡리,산156,38.091765,127.133927,폐사체
721,2020-08-19,2020-08-21,경기도,연천군,장남면,자작리,761,37.993664,126.860384,수렵개체
722,2020-08-23,2020-08-24,강원도,화천군,상서면,다목리,산1-1,38.173302,127.573727,폐사체
723,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체
724,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체
725,2020-08-23,2020-08-26,강원도,춘천시,사북면,오탄리,산112,38.041189,127.60388,폐사체
726,2020-08-25,2020-08-26,강원도,화천군,간동면,방천리,741,38.090995,127.862653,폐사체
727,2020-08-25,2020-08-26,강원도,인제군,서화면,천도리,산29,38.231075,128.223944,폐사체
728,2020-08-31,2020-09-01,강원도,인제군,서화면,서화리,산1,38.26681,128.278715,폐사체
729,2020-08-30,2020-09-01,강원도,양구군,방산면,현리,산1,38.222758,127.924346,폐사체
730,2020-08-30,2020-09-01,강원도,양구군,해안면,현리,435,38.295271,128.129146,폐사체
731,2020-08-31,2020-09-01,강원도,양구군,남면,적리,산149,38.172553,128.087076,폐사체
732,2020-09-02,2020-09-03,강원도,화천군,상서면,장촌리,산12,38.144953,127.647668,폐사체
733,2020-09-02,2020-09-03,경기도,포천시,창수면,운산리,218-7,38.05823,127.206042,폐사체
734,2020-09-02,2020-09-03,강원도,인제군,서화면,서흥리,산170,38.222777,128.17165,폐사체
735,2020-09-04,2020-09-06,강원도,인제군,서화면,서화리,산309-7,38.243579,128.21834,폐사체
736,2020-09-07,2020-09-08,경기도,연천군,연천읍,동막리,산35,38.094778,127.115769,폐사체
737,2020-09-08,2020-09-11,강원도,양구군,동면,원당리,183-5,38.190099,128.080523,수렵개체
738,2020-09-11,2020-09-13,강원도,화천군,상서면,장촌리,587,38.144291,127.647961,폐사체
739,2020-09-16,2020-09-17,강원도,양구군,방산면,현리,252-2,38.214458,127.933318,수렵개체
740,2020-09-18,2020-09-20,강원도,춘천시,사북면,오탄리,산106,38.039705,127.599837,폐사체
741,2020-09-21,2020-09-22,강원도,화천군,상서면,노동리,산157,38.164661,127.657435,폐사체
742,2020-09-22,2020-09-23,강원도,화천군,사내면,명월리,산35,38.143356,127.522841,폐사체
743,2020-09-22,2020-09-23,강원도,화천군,상서면,다목리,산1-1,38.178752,127.518108,폐사체
744,2020-09-22,2020-09-23,강원도,화천군,화천읍,동촌리,2763,38.180134,127.862023,폐사체
745,2020-09-22,2020-09-24,강원도,춘천시,사북면,오탄리,산86,38.038904,127.604926,폐사체
746,2020-09-25,2020-09-27,강원도,화천군,상서면,다목리,650-5,38.181898,127.529158,폐사체
747,2020-09-25,2020-09-27,경기도,연천군,신서면,내산리,산1-1,38.150439,127.158728,폐사체
748,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체
749,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체
750,2020-09-27,2020-09-28,강원도,화천군,화천읍,신읍리,44,38.213911,127.716504,폐사체
751,2020-09-26,2020-09-28,경기도,연천군,신서면,내산리,산1-1,38.1638,127.1303,수렵개체
752,2020-09-26,2020-09-29,강원도,양구군,남면,적리,산117,38.151735,128.061898,폐사체
753,2020-09-28,2020-09-29,강원도,양구군,남면,적리,산149,38.159885,128.074138,폐사체
754,2020-09-28,2020-09-29,강원도,인제군,서화면,서흥리,1074,38.194552,128.18977,폐사체
755,2020-09-29,2020-10-02,강원도,화천군,사내면,용담리,627-2,38.077802,127.537663,폐사체
756,2020-10-04,2020-10-05,강원도,인제군,북면,월학리,44946,38.17838,128.148115,폐사체
757,2020-10-05,2020-10-06,강원도,인제군,북면,월학리,산431,38.172102,128.197121,폐사체
758,2020-10-06,2020-10-07,강원도,인제군,서화면,서흥리,산133,38.191296,128.194658,폐사체
759,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체
760,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체
761,2020-10-08,2020-10-12,강원도,철원군,서면,와수리,산102,38.214165,127.431908,폐사체
762,2020-10-12,2020-10-14,강원도,인제군,서화면,서흥리,산120,38.185138,128.198444,폐사체
763,2020-10-11,2020-10-14,강원도,양구군,방산면,금악리,산1,38.217572,127.898035,폐사체
764,2020-10-10,2020-10-14,강원도,인제군,북면,월학리,1366,38.150674,128.199192,수렵개체
765,2020-10-13,2020-10-15,경기도,연천군,신서면,대광리,산55,38.1821,127.1369,폐사체
766,2020-10-13,2020-10-16,강원도,양구군,남면,적리,산149,38.162821,128.091824,폐사체
767,2020-10-20,2020-10-22,강원도,화천군,사내면,삼일리,산183,38.04823,127.508416,폐사체
768,2020-10-21,2020-10-22,경기도,연천군,연천읍,동막리,산24-1,38.095802,127.102444,폐사체
769,2020-10-21,2020-10-22,강원도,양구군,남면,적리,산142,38.150877,128.061594,폐사체
770,2020-10-24,2020-10-26,강원도,화천군,화천읍,동촌리,산1,38.176899,127.876151,폐사체
771,2020-10-24,2020-10-26,강원도,화천군,화천읍,동촌리,산1,38.176903,127.875458,폐사체
772,2020-10-24,2020-10-26,경기도,연천군,중면,합수리,산314,38.145479,127.051416,폐사체
773,2020-10-26,2020-10-28,강원도,인제군,서화면,서흥리,1149,38.193912,128.192243,폐사체
774,2020-10-26,2020-10-28,강원도,양구군,방산면,금악리,산1,38.208228,127.919548,폐사체
775,2020-10-27,2020-10-28,강원도,양구군,남면,가오작리,산1,38.127371,128.072781,폐사체
776,2020-10-27,2020-10-28,강원도,화천군,사내면,삼일리,622,38.03081,127.512826,폐사체
777,2020-10-29,2020-11-01,강원도,인제군,서화면,서흥리,산127,38.188773,128.195939,폐사체
778,2020-10-30,2020-11-01,강원도,화천군,사내면,삼일리,659,38.043803,127.511798,폐사체
779,2020-10-30,2020-11-01,강원도,화천군,사내면,삼일리,산242,38.037137,127.50193,폐사체
780,2020-10-31,2020-11-02,강원도,화천군,사내면,삼일리,산190,38.042513,127.509596,폐사체
781,2020-10-31,2020-11-02,강원도,화천군,사내면,삼일리,산242,38.039737,127.499799,폐사체
782,2020-11-01,2020-11-02,강원도,화천군,화천읍,동촌리,산1,38.183269,127.865364,폐사체
783,2020-11-03,2020-11-04,강원도,인제군,서화면,서흥리,산148,38.195773,128.191348,폐사체
784,2020-11-03,2020-11-04,강원도,인제군,서화면,서흥리,산148,38.19579,128.191559,폐사체
785,2020-11-04,2020-11-05,강원도,인제군,인제읍,가아리,산1,38.183233,128.104171,폐사체
786,2020-11-05,2020-11-06,강원도,화천군,사내면,용담리,산113,38.063373,127.532185,폐사체
787,2020-11-05,2020-11-06,강원도,양구군,남면,적리,산149-1,38.146699,128.07762,폐사체
788,2020-11-06,2020-11-08,강원도,인제군,서화면,서흥리,산120,38.1847,128.198186,폐사체
789,2020-11-09,2020-11-10,강원도,화천군,사내면,삼일리,산248,38.033431,127.493498,폐사체
790,2020-11-09,2020-11-10,강원도,화천군,사내면,삼일리,928-1,38.041471,127.489986,폐사체
791,2020-11-09,2020-11-10,강원도,화천군,상서면,구운리,산13,38.126488,127.660775,폐사체
792,2020-11-09,2020-11-12,강원도,춘천시,사북면,원평리,산69,38.004997,127.65168,폐사체
793,2020-11-11,2020-11-12,강원도,화천군,상서면,노동리,1061,38.177398,127.652905,폐사체
794,2020-11-11,2020-11-12,강원도,인제군,서화면,서흥리,산151,38.194109,128.198543,폐사체
795,2020-11-11,2020-11-13,강원도,화천군,사내면,삼일리,산228-1,38.042557,127.481512,폐사체
796,2020-11-12,2020-11-13,강원도,인제군,서화면,서흥리,산33,38.206068,128.218798,폐사체
797,2020-11-11,2020-11-13,강원도,춘천시,사북면,원평리,산250,38.011331,127.662875,폐사체
798,2020-11-13,2020-11-15,강원도,인제군,북면,원통리,산226-1,38.171703,128.254864,폐사체
799,2020-11-12,2020-11-15,강원도,화천군,화천읍,신읍리,227,38.170486,127.701958,폐사체
800,2020-11-16,2020-11-17,강원도,화천군,사내면,삼일리,산237,38.035405,127.484114,폐사체
801,2020-11-16,2020-11-17,강원도,양구군,동면,팔랑리,산124,38.205405,128.06681,폐사체
802,2020-11-16,2020-11-18,강원도,화천군,사내면,삼일리,산196,38.026507,127.476597,수렵개체
803,2020-11-17,2020-11-18,강원도,화천군,사내면,삼일리,산231,38.035205,127.481326,폐사체
804,2020-11-17,2020-11-18,강원도,화천군,사내면,광덕리,산263,38.055774,127.47664,폐사체
805,2020-11-23,2020-11-24,강원도,화천군,화천읍,풍산리,산161,38.124981,127.731771,폐사체
806,2020-11-23,2020-11-24,강원도,화천군,화천읍,풍산리,산161,38.125742,127.732046,폐사체
807,2020-11-22,2020-11-24,강원도,양구군,방산면,오미리,산1,38.194807,127.904283,폐사체
808,2020-11-23,2020-11-24,경기도,포천시,창수면,오가리,산116-9,38.022999,127.17837,폐사체
809,2020-11-23,2020-11-25,강원도,인제군,남면,상수내리,산31-1,37.991162,128.063463,폐사체
810,2020-11-23,2020-11-25,강원도,인제군,남면,상수내리,산31-1,37.991769,128.06316,폐사체
811,2020-11-24,2020-11-25,강원도,화천군,사내면,광덕리,산9-3,38.090886,127.495428,폐사체
812,2020-11-24,2020-11-25,강원도,인제군,서화면,서흥리,산55,38.206788,128.225303,폐사체
813,2020-11-25,2020-11-26,강원도,화천군,사내면,광덕리,산9,38.092893,127.495282,폐사체
814,2020-11-25,2020-11-26,강원도,화천군,사내면,삼일리,산242,38.038894,127.501422,폐사체
815,2020-11-25,2020-11-26,강원도,양구군,남면,야촌리,산88,38.126781,128.062903,폐사체
816,2020-11-25,2020-11-26,강원도,양구군,남면,야촌리,산88,38.126642,128.064068,폐사체
817,2020-11-26,2020-11-27,강원도,화천군,사내면,삼일리,838,38.04105,127.500119,폐사체
818,2020-11-26,2020-11-27,강원도,양구군,남면,야촌리,산88,38.124943,128.055195,폐사체
819,2020-11-26,2020-11-27,강원도,인제군,서화면,서흥리,산43,38.201611,128.216845,폐사체
820,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,산40,37.875783,127.55475,수렵개체
821,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,311,37.872372,127.553806,수렵개체
822,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,산37,37.873836,127.554889,수렵개체
