구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분
1,2019-10-02,2019-10-03,경기도,연천군,신서면,도밀리,944,38.264123,127.077756,폐사체
2,2019-10-11,2019-10-12,경기도,연천군,왕징면,강서리,986,38.090774,126.938503,수렵개체
3,2019-10-11,2019-10-12,강원도,철원군,원남면,진현리,115,38.303126,127.600284,폐사체
4,2019-10-12,2019-10-12,강원도,철원군,원남면,진현리,25,38.309478,127.602335,폐사체
5,2019-10-12,2019-10-12,강원도,철원군,원남면,진현리,21,38.310692,127.604746,폐사체
6,2019-10-14,2019-10-15,경기도,연천군,장남면,판부리,150-2,37.997654,126.868309,폐사체
7,2019-10-15,2019-10-16,강원도,철원군,원남면,죽대리,산157,38.305629,127.613226,폐사체
8,2019-10-16,2019-10-17,경기도,연천군,왕징면,강서리,1106,38.091466,126.938031,폐사체
9,2019-10-16,2019-10-17,경기도,파주시,장단면,거곡리,1066,37.872669,126.722001,폐사체
10,2019-10-19,2019-10-20,경기도,연천군,연천읍,와초리,615,38.161863,127.073799,폐사체
11,2019-10-20,2019-10-21,경기도,연천군,장남면,반정리,652-1,37.977525,126.820542,폐사체
12,2019-10-19,2019-10-21,강원도,철원군,원남면,죽대리,164,38.305278,127.610155,폐사체
13,2019-10-23,2019-10-23,경기도,파주시,장단면,석곶리,303,37.860881,126.718336,폐사체
14,2019-10-23,2019-10-23,경기도,파주시,장단면,석곶리,303,37.860881,126.718336,폐사체
15,2019-10-24,2019-10-25,강원도,철원군,원남면,죽대리,167,38.305738,127.611216,폐사체
16,2019-10-27,2019-10-28,경기도,연천군,연천읍,와초리,361,38.155363,127.07939,폐사체
17,2019-10-29,2019-10-30,경기도,파주시,군내면,백연리,398,37.901365,126.725543,폐사체
18,2019-10-29,2019-10-30,경기도,파주시,군내면,정자리,46,37.916952,126.767699,폐사체
19,2019-10-31,2019-11-01,경기도,연천군,신서면,답곡리,849,38.176665,127.072595,폐사체
20,2019-11-01,2019-11-02,강원도,철원군,원남면,진현리,39,38.313448,127.59989,폐사체
21,2019-11-06,2019-11-07,강원도,철원군,원남면,죽대리,167,38.305738,127.611216,폐사체
22,2019-11-06,2019-11-07,경기도,파주시,진동면,하포리,240,37.935856,126.814801,폐사체
23,2019-11-06,2019-11-08,강원도,철원군,원남면,진현리,313,38.302917,127.581556,포획개체
24,2019-11-12,2019-11-13,강원도,철원군,원남면,진현리,18,38.308583,127.605326,폐사체
25,2019-11-12,2019-11-13,강원도,철원군,원남면,진현리,18,38.308583,127.605326,폐사체
26,2019-11-20,2019-11-21,강원도,철원군,원남면,진현리,262,38.297157,127.592606,폐사체
27,2019-11-26,2019-11-27,강원도,철원군,원남면,진현리,80,38.305183,127.59889,폐사체
28,2019-11-26,2019-11-27,경기도,파주시,군내면,정자리,255,37.915344,126.766245,폐사체
29,2019-11-26,2019-11-27,경기도,파주시,진동면,동파리,372,37.902299,126.801256,폐사체
30,2019-11-27,2019-11-28,경기도,파주시,군내면,정자리,93,37.922092,126.762037,폐사체
31,2019-11-28,2019-11-29,경기도,파주시,군내면,정자리,206,37.916062,126.766955,폐사체
32,2019-11-28,2019-11-29,경기도,파주시,군내면,정자리,23,37.915454,126.769895,폐사체
33,2019-11-27,2019-11-30,경기도,연천군,신서면,덕산리,70,38.24733,127.082007,수렵개체
34,2019-11-29,2019-12-01,경기도,파주시,군내면,읍내리,511,37.935524,126.745207,폐사체
35,2019-11-30,2019-12-03,경기도,파주시,장단면,거곡리,461,37.885098,126.729952,폐사체
36,2019-12-02,2019-12-03,경기도,연천군,신서면,도신리,산120,38.168561,127.094143,폐사체
37,2019-12-03,2019-12-04,경기도,파주시,군내면,정자리,572,37.91368,126.746615,폐사체
38,2019-12-04,2019-12-05,경기도,파주시,진동면,하포리,1236,37.94046,126.788046,폐사체
39,2019-12-05,2019-12-06,경기도,파주시,진동면,하포리,1214,37.942121,126.788225,폐사체
40,2019-12-05,2019-12-06,강원도,철원군,갈말읍,신철원리,산5-1,38.130158,127.353458,폐사체
41,2019-12-04,2019-12-06,강원도,철원군,서면,와수리,산27,38.244637,127.460728,수렵개체
42,2019-12-10,2019-12-11,경기도,연천군,신서면,답곡리,804,38.17449,127.078773,폐사체
43,2019-12-10,2019-12-11,경기도,연천군,연천읍,와초리,602,38.160343,127.070788,폐사체
44,2019-12-11,2019-12-12,경기도,연천군,신서면,답곡리,산245,38.171317,127.070133,폐사체
45,2019-12-11,2019-12-13,경기도,연천군,신서면,답곡리,1555,38.199402,127.084345,수렵개체
46,2019-12-12,2019-12-13,강원도,철원군,갈말읍,상사리,808,38.227878,127.2609,폐사체
47,2019-12-16,2019-12-18,경기도,파주시,진동면,하포리,196,37.940999,126.81508,폐사체
48,2019-12-18,2019-12-19,경기도,연천군,신서면,도밀리,산11,38.255259,127.092613,폐사체
49,2019-12-18,2019-12-22,경기도,파주시,진동면,하포리,산108,37.916515,126.805505,폐사체
50,2019-12-20,2019-12-22,경기도,파주시,군내면,정자리,145,37.919556,126.760609,폐사체
51,2019-12-23,2019-12-24,경기도,연천군,신서면,답곡리,513,38.20293,127.08449,폐사체
52,2019-12-25,2019-12-26,경기도,연천군,신서면,마전리,1084,38.215157,127.057479,폐사체
53,2019-12-27,2019-12-28,강원도,철원군,갈말읍,상사리,808,38.229003,127.260904,폐사체
54,2019-12-28,2019-12-29,경기도,연천군,백학면,석장리,752,38.075607,126.923578,폐사체
55,2019-12-30,2019-12-31,경기도,연천군,신서면,답곡리,산194,38.180441,127.066175,폐사체
56,2019-12-30,2020-01-01,경기도,파주시,군내면,방목리,648,37.945859,126.759475,폐사체
57,2020-01-02,2020-01-03,경기도,연천군,중면,삼곶리,산128,38.152583,127.006355,폐사체
58,2020-01-03,2020-01-04,경기도,파주시,진동면,하포리,산69-1,37.947916,126.807981,폐사체
59,2020-01-03,2020-01-05,경기도,연천군,중면,마거리,산109,38.197501,127.040378,폐사체
60,2020-01-04,2020-01-05,경기도,연천군,왕징면,강서리,산4,38.101386,126.979707,폐사체
61,2020-01-04,2020-01-05,경기도,연천군,왕징면,강서리,산4,38.101386,126.979707,폐사체
62,2020-01-04,2020-01-05,경기도,연천군,신서면,신현리,4,38.236459,127.059461,폐사체
63,2020-01-06,2020-01-07,경기도,연천군,백학면,두일리,산172,38.0195,126.8955,폐사체
64,2020-01-06,2020-01-07,경기도,파주시,장단면,거곡리,685,37.868779,126.729138,폐사체
65,2020-01-06,2020-01-08,강원도,화천군,화천읍,풍산리,산269,38.259304,127.746292,폐사체
66,2020-01-07,2020-01-08,경기도,연천군,중면,중사리,산404,38.139859,126.997845,폐사체
67,2020-01-10,2020-01-11,경기도,파주시,군내면,백연리,산84,37.901151,126.728085,폐사체
68,2020-01-09,2020-01-11,경기도,파주시,진동면,동파리,산76,37.932483,126.791068,폐사체
69,2020-01-10,2020-01-11,강원도,화천군,화천읍,풍산리,산269,38.260811,127.749504,폐사체
70,2020-01-11,2020-01-13,강원도,화천군,화천읍,풍산리,산300,38.25791,127.769484,폐사체
71,2020-01-11,2020-01-13,강원도,화천군,화천읍,풍산리,산269,38.260319,127.749397,폐사체
72,2020-01-11,2020-01-13,강원도,화천군,화천읍,풍산리,산269,38.26038,127.747459,폐사체
73,2020-01-14,2020-01-15,경기도,연천군,장남면,반정리,446,37.962153,126.820073,폐사체
74,2020-01-14,2020-01-15,경기도,연천군,장남면,반정리,산111,37.962265,126.819826,폐사체
75,2020-01-14,2020-01-16,경기도,파주시,진동면,동파리,1073,37.93045,126.79255,폐사체
76,2020-01-14,2020-01-16,경기도,파주시,장단면,거곡리,675,37.866358,126.73165,폐사체
77,2020-01-14,2020-01-16,경기도,파주시,군내면,점원리,산181,37.912916,126.711692,폐사체
78,2020-01-14,2020-01-16,강원도,화천군,화천읍,풍산리,산269,38.260647,127.745399,폐사체
79,2020-01-14,2020-01-16,강원도,화천군,화천읍,풍산리,산267,38.195123,127.743177,폐사체
80,2020-01-15,2020-01-16,강원도,철원군,갈말읍,상사리,396-1,38.211309,127.271368,폐사체
81,2020-01-15,2020-01-16,강원도,철원군,갈말읍,상사리,543,38.21104,127.271645,폐사체
82,2020-01-15,2020-01-17,경기도,파주시,장단면,노상리,290,37.878464,126.716861,폐사체
83,2020-01-16,2020-01-17,강원도,화천군,화천읍,풍산리,산77,38.159216,127.735915,폐사체
84,2020-01-17,2020-01-18,경기도,파주시,진동면,동파리,1332,37.928819,126.783803,폐사체
85,2020-01-16,2020-01-18,경기도,파주시,진동면,동파리,114,37.924174,126.778997,폐사체
86,2020-01-16,2020-01-18,경기도,파주시,진동면,동파리,114,37.924174,126.778997,폐사체
87,2020-01-20,2020-01-21,강원도,화천군,화천읍,풍산리,산103,38.14999,127.733261,폐사체
88,2020-01-20,2020-01-21,강원도,화천군,화천읍,풍산리,692-28,38.149694,127.733329,폐사체
89,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,산199,37.93,126.774092,폐사체
90,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,산199,37.93,126.774092,폐사체
91,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,862,37.93024,126.774461,폐사체
92,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,862,37.93024,126.774461,폐사체
93,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,산194,37.933922,126.772999,폐사체
94,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,산194,37.933922,126.772999,폐사체
95,2020-01-20,2020-01-22,경기도,파주시,진동면,서곡리,산97,37.952482,126.771244,폐사체
96,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,산102,38.148769,127.73599,폐사체
97,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,산103,38.148812,127.733929,폐사체
98,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,산103,38.148812,127.733929,폐사체
99,2020-01-22,2020-01-23,경기도,파주시,장단면,노상리,264-1,37.88249,126.720471,폐사체
100,2020-01-22,2020-01-23,경기도,연천군,왕징면,강서리,396,38.101122,126.973482,폐사체
101,2020-01-22,2020-01-23,경기도,연천군,백학면,석장리,888-36,38.078725,126.924448,폐사체
102,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,432,38.160999,127.734241,폐사체
103,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,산77,38.159979,127.734733,폐사체
104,2020-01-22,2020-01-23,강원도,화천군,화천읍,풍산리,산82,38.159583,127.733388,폐사체
105,2020-01-22,2020-01-24,경기도,파주시,군내면,백연리,13,37.9235,126.739462,수렵개체
106,2020-01-23,2020-01-24,강원도,화천군,화천읍,풍산리,산92,38.153382,127.73701,폐사체
107,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
108,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
109,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
110,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
111,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
112,2020-01-24,2020-01-26,경기도,연천군,백학면,두현리,산17,38.024474,126.894,폐사체
113,2020-01-24,2020-01-26,경기도,연천군,왕징면,강서리,산42,38.093692,126.986114,폐사체
114,2020-01-23,2020-01-26,경기도,파주시,진동면,하포리,421,37.917038,126.819191,수렵개체
115,2020-01-23,2020-01-26,경기도,파주시,진동면,동파리,산121,37.928701,126.779601,폐사체
116,2020-01-24,2020-01-27,강원도,화천군,상서면,산양리,산95,38.218181,127.689875,폐사체
117,2020-01-24,2020-01-27,강원도,화천군,상서면,산양리,산95,38.218181,127.689875,폐사체
118,2020-01-27,2020-01-28,경기도,연천군,백학면,두현리,78,38.0243,126.8939,폐사체
119,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,산70,38.161288,127.739272,폐사체
120,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,산35,38.16734,127.740501,폐사체
121,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,428,38.162382,127.736049,폐사체
122,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,418-1,38.165022,127.742604,폐사체
123,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,산97,38.152278,127.733027,폐사체
124,2020-01-27,2020-01-29,강원도,화천군,화천읍,풍산리,산78,38.162018,127.733914,폐사체
125,2020-01-28,2020-01-30,강원도,화천군,화천읍,풍산리,산54,38.172277,127.735921,폐사체
126,2020-01-28,2020-01-30,강원도,화천군,화천읍,풍산리,산60,38.17633,127.741093,폐사체
127,2020-01-28,2020-01-30,강원도,화천군,화천읍,풍산리,산60,38.177538,127.739962,폐사체
128,2020-01-28,2020-01-30,경기도,파주시,진동면,서곡리,286,37.933596,126.779402,폐사체
129,2020-01-28,2020-01-30,경기도,파주시,진동면,서곡리,286,37.933596,126.779402,폐사체
130,2020-01-27,2020-01-30,경기도,파주시,진동면,서곡리,산97,37.95204,126.770761,포획개체
131,2020-01-29,2020-01-31,강원도,화천군,화천읍,풍산리,산60,38.178416,127.741763,폐사체
132,2020-01-29,2020-01-31,강원도,화천군,화천읍,풍산리,산60,38.178415,127.742052,폐사체
133,2020-01-29,2020-01-31,경기도,연천군,중면,횡산리,504,38.121733,126.974232,폐사체
134,2020-01-30,2020-01-31,경기도,파주시,진동면,하포리,산136,37.935217,126.821013,포획개체
135,2020-01-30,2020-01-31,강원도,화천군,화천읍,신읍리,335,38.161016,127.718147,폐사체
136,2020-01-30,2020-01-31,강원도,화천군,화천읍,신읍리,산21,38.16285,127.718007,폐사체
137,2020-01-30,2020-01-31,강원도,화천군,화천읍,신읍리,산21,38.162622,127.71839,폐사체
138,2020-01-30,2020-01-31,강원도,화천군,화천읍,풍산리,산57,38.171842,127.740836,폐사체
139,2020-01-28,2020-02-02,경기도,파주시,진동면,동파리,산125,37.917468,126.780152,폐사체
140,2020-01-28,2020-02-02,경기도,파주시,진동면,하포리,산149,37.917468,126.821273,폐사체
141,2020-01-28,2020-02-02,경기도,파주시,진동면,하포리,산98,37.934425,126.803323,폐사체
142,2020-01-31,2020-02-02,경기도,연천군,신서면,답곡리,1024,38.205409,127.049089,폐사체
143,2020-01-31,2020-02-02,강원도,화천군,화천읍,신읍리,산22,38.166304,127.720469,폐사체
144,2020-01-31,2020-02-02,강원도,화천군,화천읍,신읍리,산22,38.166304,127.720469,폐사체
145,2020-01-31,2020-02-02,강원도,화천군,화천읍,신읍리,산22,38.166004,127.719796,폐사체
146,2020-01-31,2020-02-02,강원도,화천군,화천읍,신읍리,산238,38.174181,127.709108,폐사체
147,2020-02-01,2020-02-02,경기도,연천군,왕징면,작동리,산1,38.06695,126.915749,폐사체
148,2020-02-01,2020-02-02,강원도,화천군,화천읍,신읍리,340,38.161395,127.719144,폐사체
149,2020-02-02,2020-02-04,강원도,화천군,화천읍,풍산리,624-1,38.153235,127.727316,폐사체
150,2020-02-02,2020-02-04,강원도,화천군,화천읍,신읍리,산32,38.155684,127.718376,폐사체
151,2020-02-02,2020-02-04,강원도,화천군,화천읍,풍산리,947-2,38.141777,127.736295,폐사체
152,2020-02-02,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.17006,127.734426,폐사체
153,2020-02-02,2020-02-04,강원도,화천군,화천읍,풍산리,산56,38.170436,127.734941,폐사체
154,2020-02-03,2020-02-04,경기도,파주시,진동면,서곡리,산90,37.955069,126.774051,폐사체
155,2020-02-03,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.177185,127.731004,폐사체
156,2020-02-03,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.177382,127.730805,폐사체
157,2020-02-03,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.177382,127.730805,폐사체
158,2020-02-03,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.176758,127.731294,폐사체
159,2020-02-03,2020-02-04,강원도,화천군,화천읍,풍산리,산60,38.176261,127.731781,폐사체
160,2020-02-03,2020-02-04,강원도,화천군,상서면,봉오리,산1,38.203891,127.616476,폐사체
161,2020-02-03,2020-02-04,경기도,연천군,백학면,석장리,698,38.073803,126.925527,폐사체
162,2020-02-03,2020-02-04,경기도,연천군,왕징면,작동리,407,38.066885,126.915658,폐사체
163,2020-02-03,2020-02-04,경기도,연천군,백학면,석장리,산214,38.066161,126.918686,폐사체
164,2020-02-03,2020-02-04,경기도,연천군,왕징면,고잔하리,160,38.104592,126.953347,폐사체
165,2020-02-04,2020-02-05,경기도,연천군,백학면,석장리,819,38.0663,126.9194,폐사체
166,2020-02-04,2020-02-05,경기도,연천군,백학면,석장리,754,38.0751,126.927,폐사체
167,2020-02-04,2020-02-06,강원도,화천군,화천읍,풍산리,산57,38.171459,127.740183,폐사체
168,2020-02-04,2020-02-06,강원도,화천군,상서면,부촌리,산1,38.197237,127.695789,폐사체
169,2020-02-04,2020-02-06,경기도,연천군,왕징면,작동리,410,38.06481,126.91611,폐사체
170,2020-02-06,2020-02-07,경기도,연천군,중면,삼곶리,533,38.140165,127.014697,폐사체
171,2020-02-07,2020-02-09,경기도,연천군,중면,적거리,410,38.157487,127.019978,폐사체
172,2020-02-07,2020-02-09,강원도,철원군,근남면,양지리,75,38.283729,127.535526,폐사체
173,2020-02-07,2020-02-09,강원도,화천군,상서면,부촌리,18629,38.191658,127.691644,폐사체
174,2020-02-07,2020-02-09,강원도,화천군,간동면,방천리,산12,38.088303,127.865615,수렵개체
175,2020-02-08,2020-02-10,강원도,화천군,화천읍,풍산리,산77,38.160107,127.734956,폐사체
176,2020-02-09,2020-02-10,경기도,연천군,왕징면,작동리,산108,38.067456,126.912481,폐사체
177,2020-02-08,2020-02-10,경기도,연천군,왕징면,작동리,349,38.071092,126.915218,폐사체
178,2020-02-10,2020-02-11,강원도,화천군,상서면,부촌리,57,38.193906,127.687803,폐사체
179,2020-02-10,2020-02-11,강원도,화천군,상서면,부촌리,산29,38.190935,127.677603,폐사체
180,2020-02-10,2020-02-11,경기도,연천군,중면,합수리,산17,38.160711,127.054225,폐사체
181,2020-02-10,2020-02-11,경기도,연천군,중면,적거리,산124,38.164044,127.020174,폐사체
182,2020-02-10,2020-02-11,경기도,연천군,장남면,반정리,1119-6,37.973276,126.828462,폐사체
183,2020-02-10,2020-02-11,경기도,연천군,장남면,반정리,342,37.971316,126.82468,폐사체
184,2020-02-11,2020-02-12,강원도,화천군,간동면,방천리,산86,38.089542,127.855155,폐사체
185,2020-02-11,2020-02-12,강원도,화천군,간동면,방천리,산86,38.089542,127.855155,폐사체
186,2020-02-11,2020-02-13,강원도,화천군,상서면,노동리,산2,38.183329,127.685284,폐사체
187,2020-02-11,2020-02-13,강원도,화천군,상서면,부촌리,산21,38.192785,127.691689,폐사체
188,2020-02-11,2020-02-13,강원도,화천군,상서면,부촌리,57,38.193627,127.688297,폐사체
189,2020-02-11,2020-02-13,경기도,연천군,왕징면,강서리,산105,38.098764,126.940458,폐사체
190,2020-02-11,2020-02-13,경기도,연천군,왕징면,강서리,866,38.100375,126.943727,폐사체
191,2020-02-11,2020-02-13,경기도,연천군,장남면,판부리,181,38.00052,126.862036,폐사체
192,2020-02-11,2020-02-13,경기도,파주시,군내면,읍내리,456,37.933018,126.748578,폐사체
193,2020-02-10,2020-02-13,강원도,철원군,원남면,주파리,78,38.258576,127.6847,포획개체
194,2020-02-12,2020-02-13,강원도,화천군,상서면,부촌리,산1,38.197478,127.69381,폐사체
195,2020-02-12,2020-02-13,강원도,화천군,상서면,부촌리,산1,38.194452,127.693577,폐사체
196,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체
197,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체
198,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체
199,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체
200,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.195879,127.697551,폐사체
201,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.194987,127.697,폐사체
202,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.182415,127.695868,폐사체
203,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.186767,127.692456,폐사체
204,2020-02-12,2020-02-14,경기도,연천군,백학면,석장리,888-36,38.080508,126.931851,폐사체
205,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,산4,37.907571,126.811125,폐사체
206,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,17,37.907604,126.811338,폐사체
207,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,16,37.907015,126.811292,폐사체
208,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,1673,37.906753,126.811634,폐사체
209,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,20,37.905715,126.811279,폐사체
210,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,28,37.900466,126.808505,폐사체
211,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산286,38.194851,127.718403,폐사체
212,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산252,38.194337,127.719618,폐사체
213,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.187663,127.697953,폐사체
214,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.18765,127.698313,폐사체
215,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.190546,127.69534,폐사체
216,2020-02-14,2020-02-16,경기도,연천군,장남면,반정리,341,37.971438,126.824845,폐사체
217,2020-02-14,2020-02-16,강원도,철원군,갈말읍,내대리,산46,38.204053,127.3043,폐사체
218,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,산178,38.081036,126.926559,폐사체
219,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,818,38.065986,126.920018,폐사체
220,2020-02-15,2020-02-17,강원도,화천군,화천읍,신읍리,산20,38.158859,127.716322,폐사체
221,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.19564,127.688753,폐사체
222,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185648,127.69849,폐사체
223,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185846,127.6984,폐사체
224,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.197644,127.702814,폐사체
225,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,산74-3,37.868361,126.727961,폐사체
226,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체
227,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체
228,2020-02-17,2020-02-18,강원도,화천군,상서면,부촌리,산1,38.19086,127.695636,폐사체
229,2020-02-18,2020-02-19,경기도,연천군,왕징면,작동리,산102,38.074503,126.910239,폐사체
230,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,66,37.932659,126.760207,폐사체
231,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,산52,37.927499,126.755421,폐사체
232,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,259,37.944687,126.76241,폐사체
233,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,산203,37.942865,126.761209,폐사체
234,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157152,127.69043,폐사체
235,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157353,127.691685,폐사체
236,2020-02-19,2020-02-20,경기도,연천군,백학면,석장리,165,38.080134,126.931316,폐사체
237,2020-02-19,2020-02-20,경기도,연천군,장남면,반정리,330,37.973616,126.825493,폐사체
238,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산19,38.170501,127.682738,폐사체
239,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산16,38.16911,127.685533,폐사체
240,2020-02-20,2020-02-21,강원도,화천군,화천읍,신읍리,산243,38.157742,127.686192,폐사체
241,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,185,38.07583,126.92828,폐사체
242,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,695,38.07447,126.92686,폐사체
243,2020-02-20,2020-02-21,경기도,연천군,왕징면,강서리,산164,38.089495,126.927237,폐사체
244,2020-02-18,2020-02-21,경기도,파주시,진동면,동파리,190,37.911621,126.80386,폐사체
245,2020-02-21,2020-02-23,경기도,파주시,군내면,정자리,산16,37.92065,126.761508,폐사체
246,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,산117,38.0781,126.9057,폐사체
247,2020-02-21,2020-02-23,경기도,연천군,백학면,석장리,181,38.0781,126.9276,폐사체
248,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,214,38.0842,126.9124,폐사체
249,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.187871,127.771152,폐사체
250,2020-02-21,2020-02-24,강원도,화천군,상서면,부촌리,산36,38.193942,127.678024,폐사체
251,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.203711,127.776182,폐사체
252,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.204056,127.776139,폐사체
253,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.199861,127.771391,폐사체
254,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산341,38.198347,127.769362,폐사체
255,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산338,38.200959,127.768678,폐사체
256,2020-02-23,2020-02-24,경기도,연천군,백학면,전동리,422,38.011901,126.883652,폐사체
257,2020-02-22,2020-02-24,강원도,화천군,간동면,구만리,1290-1,38.128688,127.769798,포획개체
258,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체
259,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체
260,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산154,38.129698,127.737744,폐사체
261,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,170,38.0813,126.9296,폐사체
262,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,177,38.080685,126.927193,폐사체
263,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,산164,38.0793,126.9308,폐사체
264,2020-02-26,2020-02-27,강원도,화천군,상서면,부촌리,산1,38.185812,127.697397,폐사체
265,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,68,38.197443,127.761992,폐사체
266,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,257,38.177951,127.76168,폐사체
267,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체
268,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체
269,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체
270,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산342,38.197084,127.767254,폐사체
271,2020-02-26,2020-02-27,경기도,연천군,백학면,석장리,산167,38.0791,126.9289,폐사체
272,2020-02-26,2020-02-27,경기도,연천군,왕징면,작동리,643,38.078671,126.905409,폐사체
273,2020-02-27,2020-02-28,경기도,파주시,진동면,하포리,산112,37.922399,126.814152,폐사체
274,2020-02-27,2020-02-28,경기도,파주시,진동면,서곡리,산112,37.947527,126.777599,폐사체
275,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.197977,127.776592,폐사체
276,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.207413,127.772369,폐사체
